CollectionCode	HMS	StructuredFormula	StructureType	Title	Reference	Temperature	ANXFormula	ChemicalName	PublicationYear	Quality	
808	P n m a	Cd Rb Br3	NH4CdCl3#Sn2S3	Cadmium rubidium bromide	Acta Crystallographica, Section B: Structural Crystallography and Crystal Chemistry (1977) 33, (*) p. 127-128	293.00	ABX3	Cadmium rubidium bromide	1977	10	
817	P 63/m m c	Rb (Mn Cl3)	BaFeO3-x	Rubidium trichloromanganate	Acta Crystallographica, Section B: Structural Crystallography and Crystal Chemistry (1977) 33, (*) p. 256-258	293.00	ABX3	Rubidium trichloromanganate(II)	1977	10	
1199	C m c m	Pb Tl I3	KTmI3	Die Kristallstrukturen von Tl Pb I3 und Tl4 Pb I6	Zeitschrift fuer Naturforschung, Teil B: Anorganische Chemie, Organische Chemie, Biochemie, Biophysik, Biologie (1977) 32, (*) p. 975-981	293.00	ABX3	Lead thallium iodide	1977	10	
2225	C 1 2/m 1	Rb Cr Cl3	Perovskite#BaBiO3(mS20)	The cooperative Jahn-Teller distorted structures of rubidium chromium(II) trichloride and cesium chromium(II) trichloride	Acta Crystallographica, Section B: Structural Crystallography and Crystal Chemistry (1978) 34, (*) p. 1973-1974	293.00	ABX3	Rubidium chromium(II) chloride	1978	10	
2525	R 3 m H	Cs Mn Cl3		The crystal structure of Cs Mn Cl3	Acta Crystallographica, Section B: Structural Crystallography and Crystal Chemistry (1973) 29, (*) p. 744-748	293.00	ABX3	Cesium trichloromanganate(III)	1973	10	
2552	R -3 H	Na Mn Cl3	Ilmenite#TiFeO3	The crystal structure of Na Mn Cl3	Acta Crystallographica, Section B: Structural Crystallography and Crystal Chemistry (1973) 29, (*) p. 1224-1228	293.00	ABX3	Sodium trichloromanganate(II)	1973	10	
2555	R -3 m H	Cs (Mn Cl3)	BaRuO3	The crystal structure of Cs Mn Cl3 and a summary of the structures of R M X3 compounds	Acta Crystallographica, Section B: Structural Crystallography and Crystal Chemistry (1973) 29, (*) p. 1330-1335	293.00	ABX3	Cesium trichloromanganate(II)	1973	10	
2590	P 63 m c	Cs (Cr Br3)	CsCrBr3	The effect of exchange coupling on the spectra of transition metal ions. The crystal structure and optical spectrum of Cs Cr Br3	Acta Crystallographica, Section B: Structural Crystallography and Crystal Chemistry (1973) 29, (*) p. 1529-1532	293.00	ABX3	Cesium tribromochromate(II)	1973	10	
2782	P 63/m m c	Cs (Mn Br3)	BaNiO3	The crystal structure of Cs Mn Br3	Acta Crystallographica, Section B: Structural Crystallography and Crystal Chemistry (1972) 28, (*) p. 1640-1641	293.00	ABX3	Cesium tribromomanganate(II)	1972	10	
4036	P 63/m m c	Rb Mg Cl3	BaMnO3	Die Struktur des Rb Mg Cl3 und die kristallchemischen Beziehungen zwischen Doppelchloriden des Magnesium und Mangan	Revue de Chimie Minerale (1975) 12, (*) p. 466-475	293.00	ABX3	Rubidium magnesium chloride	1975	10	
4039	P 63/m m c	Cs (Cd Cl3)	BaFeO3-x	Electron paramagnetic resonance spectra of vanadium(II) and nickel(II) doped into crystals of cesium cadmium chloride and a redetermination of the structure of cesium cadmium chloride	Inorganic Chemistry (1975) 14, (*) p. 3079-3085	293.00	ABX3	Cesium trichlorocadmate	1975	10	
6067	P n a m	Rb Pb I3	NH4CdCl3#Sn2S3	Darstellung und Kristallstruktur von Rubidiumtriiodoplumbat(II)	Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE) (1974) 408, (*) p. 209-213	293.00	ABX3	Rubidium triiodoplumbate(II)	1974	10	
7135	P 1 21/c 1	K Cu Cl3	KCuCl3	Synthesis, crystal structure, UV-vis adsorption properties, photoelectric behavior, and DFT computational study of all-inorganic and lead-free copper halide salt K2Cu2Cl6	ACS Omega (2018) 3, (10) p. 14021-14026	298.00	ABX3	Potassium copper trichloride	2018	10	
8000	I 4/m c m	K Cu F3	KCuF3(tI20)	Electron-density distribution in crystals of K Cu F3 with Jahn-Teller distortion	Acta Crystallographica, Section B: Structural Crystallography and Crystal Chemistry (1979) 35, (*) p. 1303-1308	296.00	ABX3	Potassium copper fluoride	1979	10	
8105	P 63 m c	Cs Cr I3	CsCrBr3	Structure cristalline de Cs Cr I3	Acta Crystallographica, Section B: Structural Crystallography and Crystal Chemistry (1979) 35, (*) p. 1554-1557	293.00	ABX3	Cesium chromium(II) iodide	1979	10	
9856	I 4/m c m	K Cu F3		Refinement of the Structure of K Cu F3 with Aspherical Scattering Factors	Report of the Research Laboratory of Engineering Materials, Tokyo Institute of Technology (1978) 3, (*) p. 19-26	296.00	ABX3	Potassium trifluorocuprate	1978	10	
9870	P n m a	Cs Be F3	KPO3(oP20)	The crystal structure of Cs Be F3	Acta Crystallographica, Section B: Structural Crystallography and Crystal Chemistry (1968) 24, (*) p. 807-810	293.00	ABX3	Cesium beryllium fluoride	1968	10	
10184	C 2 2 21	Cs Cu Br3	CsCuBr3	Exchange interactions in polynuclear transition metal complexes. Structural properties of cesium tribromocuprate(II), Cs Cu Br3, a strongly coupled copper(II) system	Inorganic Chemistry (1973) 12, (*) p. 441-445	293.00	ABX3	Cesium tribromocuprate	1973	10	
10206	P 63 m c	Cs Cr Cl3	CsCrBr3	Effect of exchange coupling on the spectra of transition metal ions. The ligand field spectrum and crystal structure of Cs Cr Cl3	Journal of Chemical Physics (1972) 57, (*) p. 3771-3780	293.00	ABX3	Cesium chromium(II) chloride	1972	10	
10474	P 63/m m c	Cs Sc Cl3	BaNiO3	Study of the crystal structures and nonstoichiometry in the system Cs3 Sc2 Cl9 - Cs Sc Cl3	Inorganic Chemistry (1980) 19, (*) p. 129-134	293.00	ABX3	Cesium scandium(II) chloride	1980	10	
10508	P 63 c m	K (Ni Cl3)	KNiCl3	The structure of K Ni Cl3 at room temperature	Acta Crystallographica, Section B: Structural Crystallography and Crystal Chemistry (1980) 36, (*) p. 28-34	293.00	ABX3	Potassium trichloroniccolate	1980	10	
14070	P n a m	Cs (Sn I3)	NH4CdCl3#Sn2S3	Structure of cesium triiodostannate(II)	Acta Crystallographica, Section B: Structural Crystallography and Crystal Chemistry (1980) 36, (*) p. 683-684	293.00	ABX3	Cesium triiodostannate(II)	1980	10	
14077	P 63/m m c	Rb (Mn Br3)	BaNiO3	Rubidium tribromomanganate	Acta Crystallographica, Section B: Structural Crystallography and Crystal Chemistry (1980) 36, (*) p. 671-672	293.00	ABX3	Rubidium tribromomanganate(II)	1980	10	
15010	P 63/m m c	Rb Ni Cl3	BaNiO3	The crystal structure of Rb Ni Cl3 and Rb Ni Br3	Acta Chemica Scandinavica  (1969) 23, (*) p. 2055-2060	293.00	ABX3	Rubidium nickel chloride	1969	10	
15246	P m -3 m	K (Co F3)	Perovskite#CaTiO3	Electron density distribution in crystals of potassium trifluorocobaltate(II)	Acta Crystallographica, Section B: Structural Crystallography and Crystal Chemistry (1981) 37, (*) p. 545-548	293.00	ABX3	Potassium trifluorocobaltate(II)	1981	10	
15279	P 63/m m c	Rb Mg Cl3	BaFeO3-x	Electron paramagnetic resonance studies of manganese(II) and nickel(II) in three structural phases of rubidium magnesium chloride and the crystal structure of 6H-rubidium magnesium chloride	Inorganic Chemistry (1981) 20, (*) p. 140-145	293.00	ABX3	Rubidium magnesium chloride	1981	10	
15504	C 1 2 1	Rb Cr I3	RbCrCl3(LT)	Neutron powder diffraction on Rb Cr I3 and magnetic measurements on Rb Cr I3 and Cs Cr I3	Journal of Solid State Chemistry (1981) 38, (*) p. 199-210	293.00	ABX3	Rubidium chromium(II) iodide - gamma	1981	10	
15523	C 1 2 1	Rb Cu Cl3	RbCrCl3(LT)	The cooperative Jahn-Teller distorted structure of Rb Cu Cl3	Journal of Solid State Chemistry (1981) 39, (*) p. 168-172	293.00	ABX3	Rubidium copper chloride - gamma, LT	1981	10	
15590	P 1 21/c 1	K Cu Cl3	KCuCl3	Crystal structures of K Cu Cl3 and N H4 Cu Cl3	Journal of Chemical Physics (1963) 38, (*) p. 2429-2436	293.00	ABX3	Potassium copper chloride	1963	10	
15932	P 63/m m c	Cs V Cl3	BaNiO3	Sur la phase Cs V Cl3. Etude cristallographique et magnetique	Materials Research Bulletin (1976) 11, (*) p. 827-836	293.00	ABX3	Cesium vanadium(II) chloride	1976	10	
21108	I 4/m c m	K Cu F3	KCuF3(tI20)	Stacking disorder in K Cu F3	Journal of the Physical Society of Japan (1972) 33, (*) p. 1088-1099	293.00	ABX3	Potassium copper fluoride - A	1972	10	
21109	I 4/m c m	K Cu F3	KCuF3(tI20)	Stacking disorder in K Cu F3	Journal of the Physical Society of Japan (1972) 33, (*) p. 1088-1099	293.00	ABX3	Potassium copper fluoride - B	1972	10	
21110	P 4/m b m	K Cu F3	Perovskite#NaNbO3(tP10)	Stacking disorder in K Cu F3	Journal of the Physical Society of Japan (1972) 33, (*) p. 1088-1109	293.00	ABX3	Potassium copper fluoride - C	1972	10	
21111	P 4/m b m	K Cu F3	Perovskite#NaNbO3(tP10)	Stacking disorder in K Cu F3	Journal of the Physical Society of Japan (1972) 33, (*) p. 1088-1099	293.00	ABX3	Potassium copper fluoride - D	1972	10	
21955	P b n m	Cs Pb I3	Perovskite#GdFeO3	Thermodynamically stable orthorhombic gamma-CsPbI3 thin films for high-performance photovoltaics	Journal of the American Chemical Society (2018) 140, (37) p. 11716-11725	298.00	ABX3	Cesium triiodoplumbate - gamma	2018	10	
22086	P 63/m m c	Cs Mg Cl3	BaNiO3	Single-crystal paramagnetic resonance studies of V(II), Mn(II), and Ni(II) in Cs Mg Cl3 and the crystal structure of Cs Mg Cl3	Journal of Chemical Physics (1970) 52, (*) p. 815-824	293.00	ABX3	Cesium magnesium chloride	1970	10	
22127	P 63/m m c	Rb Ni F3	BaFeO3-x	Structures of ferrimagnetic fluorides of A B F3 type. I. Rb Ni F3	Acta Crystallographica, Section B: Structural Crystallography and Crystal Chemistry (1970) 26, (*) p. 1464-1468	293.00	ABX3	Rubidium nickel fluoride	1970	10	
23899	P 42/n m c S	(P C F3)4		The Molecular and Crystal Structure of (P C F3)4	Acta Crystallographica (1962) 15, (*) p. 564-569	293.00	ABX3	Cyclo-tetrakis(trifluoromethylphosphorus)	1962	10	
23959	P 61 2 2	Cs Cu Cl3	CsCuCl3	A redetermination of the crystal structure of Cs Cu Cl3	Inorganic Chemistry (1966) 5, (*) p. 277-280	293.00	ABX3	Cesium copper chloride	1966	10	
24305	P 63/m m c	Rb (Co Cl3)	BaNiO3	On the Crystal Structures of Rb Co Cl3 and Rb3 Co Cl5	Acta Chemica Scandinavica  (1967) 21, (*) p. 168-174	293.00	ABX3	Rubidium trichlorocobaltate(II)	1967	10	
24822	P 1 21/c 1	Ga2 I3		Eigenschaften und Strukturen reduzierter Galliumiodide: Ga2 I4 und Ga2 I3	Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE) (1982) 486, (*) p. 7-21	293.00	ABX3	Digallium triiodide	1982	10	
26548	P 63/m m c	Cs Cr Cl3	Perovskite#CsCrI3	The jahn-teller effect in the structures of cesium chromium(II) trichloride and cesium chromium(II) triiodide	Acta Crystallographica, Section B: Structural Crystallography and Crystal Chemistry (1981) 37, (*) p. 1027-1031	295.00	ABX3	Cesium chromium(II) trichloride - alpha	1981	10	
26549	P 63/m m c	Cs Cr I3	Perovskite#CsCrI3	The jahn-teller effect in the structures of cesium chromium(II) trichloride and cesium chromium(II) triiodide	Acta Crystallographica, Section B: Structural Crystallography and Crystal Chemistry (1981) 37, (*) p. 1027-1031	295.00	ABX3	Cesium chromium(II) triiodide - alpha	1981	10	
27511	P 63/m m c	Cs Co Cl3	BaNiO3	The Crystal Structure and Magnetic Susceptibility of Cs Co Cl3	Acta Chemica Scandinavica  (1968) 22, (*) p. 2793-2802	293.00	ABX3	Cesium cobalt chloride	1968	10	
31357	P n m a	K Cd Cl3	NH4CdCl3#Sn2S3	Crystal structures of K Cd Cl3 H2 O and K Cd Cl3	Zeitschrift fuer Kristallographie (1983) 165, (*) p. 199-208	293.00	ABX3	Potassium cadmium trichloride	1983	10	
31765	P 63/m m c	Cs Mn F3	BaFeO3-x	Crystal structure of Cs Mn F3	Journal of Chemical Physics (1962) 37, (*) p. 697-699	293.00	ABX3	Cesium manganese fluoride	1962	10	
32037	P m -3 m	((Cs2 Ag0.25 Au0.75) Au Br6)0.5	Perovskite#CaTiO3	Die Kristallstruktur der Salze K2 Au2 I6 und Cs2 Agx Au(I)1-x Au(III) Br6. Ein Beitrag zur Kristallchemie der Alkalihexahalogenoaurate(I,III)	Zeitschrift fuer Naturforschung, Teil B: Anorganische Chemie, Organische Chemie (1979) 34, (*) p. 1047-1052	293.00	ABX3	Cesium silver gold bromide (2/0.2/1.8/6)	1979	10	
32576	P 63 c m	Rb (Mn Br3)	KNiCl3	Die Kristallstruktur des Raumtemperatur-Rubidium-Tribromomanganats(II)	Acta Crystallographica, Section B: Structural Crystallography and Crystal Chemistry (1982) 38, (*) p. 912-914	293.00	ABX3	Rubidium tribromomanganate(II)	1982	10	
33281	P n m a	K Cd Cl3	NH4CdCl3#Sn2S3	Thermodynamische und strukturelle Untersuchungen an den Verbindungen der Systeme K Cl/M Cl2 (M = Ca, Cd, Co, Ni)	Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE) (1985) 520, (*) p. 151-159	293.00	ABX3	Potassium cadmium chloride	1985	10	
35225	P 63 c m	Tl Fe Br3	KNiCl3	Structure de Tl Fe Br3: Distorsion du type perovskite hexagonale 2L	Materials Research Bulletin (1982) 17, (*) p. 1421-1427	293.00	ABX3	Thallium iron bromide	1982	10	
36217	P n m a	Tl Fe Br3	NH4CdCl3#Sn2S3	Structure cristalline et proprietes magnetiques de la variete basse temperature Tl Fe Br3-beta	Materials Research Bulletin (1983) 18, (*) p. 491-497	293.00	ABX3	Thallium iron bromide - beta	1983	10	
37254	P m -3 m	K Mn F3	Perovskite#CaTiO3	Electron-density distributions in crystals of K Mn F3 and K Ni F3	Acta Crystallographica, Section B: Structural Science (1983) 39, (*) p. 557-561	293.00	ABX3	Potassium manganese fluoride	1983	10	
37255	P m -3 m	K Ni F3	Perovskite#CaTiO3	Electron-density distributions in crystals of K Mn F3 and K Ni F3	Acta Crystallographica, Section B: Structural Science (1983) 39, (*) p. 557-561	293.00	ABX3	Potassium nickel fluoride	1983	10	
37262	P m -3 m	Fe K F3	Perovskite#CaTiO3	Electron density distribution in crystals of iron(II) potassium trifluoride	Acta Crystallographica, Section B: Structural Science (1983) 39, (*) p. 561-564	293.00	ABX3	Iron potassium fluoride	1983	10	
40476	P m -3 m	K Mg F3	Perovskite#CaTiO3	Thermal vibrations of atoms in the structure of K Mg F3 at 293 and 123 K	Kristallografiya (1984) 29, (*) p. 392-394	293.00	ABX3	Potassium magnesium fluoride	1984	10	
40944	P b c n	Rb (Cu Cl3)	Perovskite#CsCrI3(oP20)	Crystal structure of Rb Cu Cl3	Zeitschrift fuer Kristallographie (1986) 176, (*) p. 135-139	293.00	ABX3	Rubidium trichlorocuprate	1986	10	
41320	P 63/m m c	Cs Ti Br3	BaNiO3	Crystal structure cesium titanium tribromide	Zeitschrift fuer Kristallographie (1993) 208, (*) p. 370-371	293.00	ABX3	Cesium titanium tribromide	1993	10	
49747	P 63/m m c	Rb (Ti Cl3)	BaNiO3	Chlorotitanate(II): Rb Ti Cl3 und Cs Ti Cl3	Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE) (1985) 524, (*) p. 90-94	293.00	ABX3	Rubidium trichlorotitanate(II)	1985	10	
49748	P 63/m m c	Cs (Ti Cl3)	BaNiO3	Chlorotitanate(II): Rb Ti Cl3 und Cs Ti Cl3	Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE) (1985) 524, (*) p. 90-94	293.00	ABX3	Cesium trichlorotitanate(II)	1985	10	
50510	P -3	K In Br3		Synthesis and crystal structure of potassium indium tribromide, K In Br3	Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE) (1998) 624, (*) p. 1741-1745	293.00	ABX3	Potassium indium(II) bromide	1998	10	
50995	P m -3 m	(K0.964 Li0.036) (Mn F3)	Perovskite#CaTiO3	Phase transition and structure of a K(1-x) Li(x) Mn F3 single crystal in the range of 100-298 K	Journal of Solid State Chemistry (1998) 137, (*) p. 71-76	298.00	ABX3	Potassium lithium trifluoromanganate(II) (0.96/0.04/1)	1998	10	
51170	P 4/m b m	(K0.15 Na0.85) (Mg F3)	Perovskite#NaNbO3(tP10)	Crystal chemistry and phase transitions of perovskite in P-T-X space: data for (K(x) Na(1-x)) Mg F3 perovskites	Journal of Solid State Chemistry (1998) 141, (*) p. 121-132	293.00	ABX3	Potassium sodium magnesium fluoride (0.15/0.85/1/4)	1998	10	
54006	P 63/m m c	Rb (Mn Cl3)	BaFeO3-x	Structural differences between Rb Mn Cl3 and Rb Mn Br3	Australian Journal of Physics (1989) 42, (*) p. 307-316	293.00	ABX3	Rubidium trichloromanganate	1989	10	
54136	P 1 21/c 1	In Cr Br3	KCuCl3	In Cr Br3: A ternary indium bromide cntainig Jahn-Teller unstable Cr2+ and the magnetic structures of In Cr Br3 and In Fe Br3	Inorganic Chemistry (1999) 38, (*) p. 2614-2620	293.00	ABX3	Indium(I) chromium(II) bromide	1999	10	
54138	C m c m	In (Ca Br3)		In Ca Br3, an electron absorbent layered material containing univalent indium	Comptes Rendus de l'Akademie des Sciences, Serie IIb: Mecanique, Physique, Chimie, Astronomie (1996) 322, (*) p. 699-706	293.00	ABX3	Indium(I) calcium bromide	1996	10	
54167	P 63/m m c	Cs Mg Cl3	BaNiO3	The crystal structure of Cs Mg Cl3	Arab Gulf Journal of Scientific Research (1998) 16, (2) p. 319-330	293.00	ABX3	Cesium magnesium chloride	1998	10	
56472	P m -3 m	Cs Au Cl3	Perovskite#CaTiO3	Crystal structure of mixed valence gold compound, Cs2 Au(I) Au(III) Cl6 up to 18 GPa	Koatsuryoku no Kagaku to Gijutsu (1998) 7, (*) p. 329-331	293.00	ABX3	Cesium gold trichloride	1998	10	
56741	P n m a	In2 Br3	In2Br3	Roentgenographische Untersuchungen zu den Ordnungsvorgaengen in festem In2 Br3	Dissertation Universitaet Karlsruhe (1994) 1994, (*) p. 1-186	293.00	ABX3	Indium bromide (2/3) - HT	1994	10	
56838	C 1 2/c 1	Rb Cu Cl3	RbCrCl3	The cooperative Jahn-Teller distorted structure of Rb Cu Cl3	Journal of Solid State Chemistry (1981) 39, (*) p. 168-172	293.00	ABX3	Rubidium copper chloride - gamma	1981	10	
59371	P 63/m m c	Cs Ni Cl3	BaNiO3	Cesium nickel(II) trichloride, Cs Ni Cl3, and tricesium nickel(II) pentachloride, Cs3 Ni Cl5	Acta Crystallographica, Section C: Crystal Structure Communications (1998) 54, (*) p. 704-706	293.00	ABX3	Cesium nickel chloride	1998	10	
59959	P m -3 m	K Mn F3	Perovskite#CaTiO3	Electron density and electrostatic potential of K Mn F3: a phase-transition study	Acta Crystallographica, Section B: Structural Science (2004) 60, (*) p. 359-368	298.00	ABX3	Potassium manganese trifluoride	2004	10	
61338	P 1 21/m 1	Li Ga Br3	LiGaBr3	Darstellung und Kristallstrukturen von Li Ga Br4 und Li Ga Br3	Zeitschrift fuer Naturforschung, Teil B: Anorganische Chemie, Organische Chemie (1986) 41, (*) p. 1391-1398	293.00	ABX3	Lithium gallium(II) bromide	1986	10	
62241	P n m a	In2 (In2 Br6)	In2(In2Br6)	The mono-, sesqui-, and dibromides of indium: In Br, In2 Br3, and In Br2	Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE) (1987) 552, (*) p. 113-122	293.00	ABX3	Diindium(I) diindium(II) bromide	1987	10	
62557	R 3 m R	Cs (Ge Cl3)	FeBiO3#KBrO3	Kristallstrukturen und Phasentransformationen von Caesiumtrihalogenogermanaten(II) Cs Ge X3 (X=Cl,Br,I)	Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE) (1987) 545, (*) p. 148-156	293.00	ABX3	Cesium trichlorogermanate(II) - LT	1987	10	
62558	R 3 m R	Cs (Ge Br3)	FeBiO3#KBrO3	Kristallstrukturen und Phasentransformationen von Caesiumtrihalogenogermanaten(II) Cs Ge X3 (X=Cl,Br,I)	Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE) (1987) 545, (*) p. 148-156	293.00	ABX3	Cesium tribromogermanate(II) - LT	1987	10	
62559	R 3 m R	Cs (Ge I3)	FeBiO3#KBrO3	Kristallstrukturen und Phasentransformationen von Caesiumtrihalogenogermanaten(II) Cs Ge X3 (X=Cl,Br,I)	Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE) (1987) 545, (*) p. 148-156	293.00	ABX3	Cesium triiodogermanate(II) - LT	1987	10	
63157	P m -3 m	K (Zn F3)	Perovskite#CaTiO3	Electron difference density in potassium zinc fluoride perovskite	Acta Crystallographica, Section C: Crystal Structure Communications (1988) 44, (*) p. 1707-1709	293.00	ABX3	Potassium tecto-fluorozincate	1988	10	
63512	C 1 c 1	K2 (Tc2 Cl6)		The crystal structure of potassium hexachloro ditechnetate (II) - the first complex with a "fivefold" metal-metal bond	Doklady Akademii Nauk SSSR (1986) 288, (*) p. 389-393	293.00	ABX3	Dipotassium hexachloro ditechnetate(II)	1986	10	
65244	P n 21 a	Rb Ge Br3	Perovskite#YScS3	Die Kristallstrukturen und Phasentransformationen von Rb Ge Br3	Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE) (1988) 559, (*) p. 7-16	293.00	ABX3	Rubidium germanium(II) bromide	1988	10	
65770	P n m a	Na (Mn F3)	Perovskite#GdFeO3	Structure of Na Mn F3 at room temperature	Acta Crystallographica, Section C: Crystal Structure Communications (1989) 45, (*) p. 548-551	298.00	ABX3	Sodium trifluoromanganate(II)	1989	10	
67169	P 63/m m c	Cs Fe F3	BaFeO3-x	Zum Aufbau von Cs Fe F3	Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE) (1990) 580, (*) p. 50-56	293.00	ABX3	Cesium iron fluoride	1990	10	
67444	I 4/m c m	K Cu F3	KCuF3(tI20)	Structure, Electron Density and Thermal Motion of KCuF3	Acta Crystallographica, Section B: Structural Science (1990) 46, (*) p. 131-138	293.00	ABX3	Potassium copper fluoride	1990	10	
67445	I 4/m c m	K Cu F3	KCuF3(tI20)	Structure, Electron Density and Thermal Motion of KCuF3	Acta Crystallographica, Section B: Structural Science (1990) 46, (*) p. 131-138	293.00	ABX3	Potassium copper fluoride	1990	10	
67745	P n m a	Na (Mn F3)	Perovskite#GdFeO3	Phase transitions and the structure of Na Mn F3 perovskite crystals as a function of temperature and pressure	Solid State Communications (1992) 84, (4) p. 435-441	293.00	ABX3	Sodium trifluoromanganate(II)	1992	10	
67746	P n m a	Na (Mn F3)	Perovskite#GdFeO3	Phase transitions and the structure of Na Mn F3 perovskite crystals as a function of temperature and pressure	Solid State Communications (1992) 84, (4) p. 435-441	293.00	ABX3	Sodium trifluoromanganate(II)	1992	10	
68981	P n m a	Na Fe F3	Perovskite#GdFeO3	Ueber Fluoride des zweiwertigen Eisens : zum Aufbau von NaFeF3	Journal of Fluorine Chemistry (1990) 46, (*) p. 283-295	293.00	ABX3	Sodium iron fluoride	1990	10	
69349	P n m a	Na (Zn F3)	Perovskite#GdFeO3	On the structure and electrical conductivity of the fluoroperovskite Na Zn F3	Solid State Ionics (1990) 39, (*) p. 273-276	293.00	ABX3	Sodium trifluorozincate - beta	1990	10	
69655	P -1	Na (Cu F3)	NaCuF3	Jahn-Teller-Effekt und Kristallstruktur-Verzerrung bei den Kupfer- Fluoroperowskiten Na Cu F3 und Rb Cu F3	Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE) (1990) 585, (*) p. 93-104	293.00	ABX3	Sodium trifluorocuprate	1990	10	
69656	I 4/m c m	Rb Cu F3	KCuF3(tI20)	Jahn-Teller-Effekt und Kristallstruktur-Verzerrung bei den Kupfer- Fluoroperowskiten Na Cu F3 und Rb Cu F3	Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE) (1990) 585, (*) p. 93-104	293.00	ABX3	Rubidium copper fluoride	1990	10	
69996	P n a m	Cs Sn I3	Perovskite#GdFeO3	Structural phase transitions of the polymorphs of Cs Sn I3 by means of Rietveld analysis of the X-ray diffraction	Chemistry Letters (1991) 1991, (*) p. 801-804	300.00	ABX3	Cesium tin iodide - gamma	1991	10	
72318	P b n m	Na Mg F3	Perovskite#GdFeO3	Kristallstrukturverfeinerungen an Natriumtrifluorometallaten NaMF3 (M=Mg,Co,Ni,Zn): Oktaederkippung und Toleranzfaktor orthorhombischer Fluorperowskite	Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE) (1992) 616, (*) p. 133-140	293.00	ABX3	Sodium magnesium fluoride	1992	10	
72319	P b n m	Na Ni F3	Perovskite#GdFeO3	Kristallstrukturverfeinerungen an Natriumtrifluorometallaten NaMF3 (M=Mg,Co,Ni,Zn): Oktaederkippung und Toleranzfaktor orthorhombischer Fluorperowskite	Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE) (1992) 616, (*) p. 133-140	293.00	ABX3	Sodium nickel trifluoride	1992	10	
72320	P b n m	Na Zn F3	Perovskite#GdFeO3	Kristallstrukturverfeinerungen an Natriumtrifluorometallaten NaMF3 (M=Mg,Co,Ni,Zn): Oktaederkippung und Toleranzfaktor orthorhombischer Fluorperowskite	Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE) (1992) 616, (*) p. 133-140	293.00	ABX3	Sodium zinc fluoride	1992	10	
72321	P b n m	Na Co F3	Perovskite#GdFeO3	Kristallstrukturverfeinerungen an Natriumtrifluorometallaten NaMF3 (M=Mg,Co,Ni,Zn): Oktaederkippung und Toleranzfaktor orthorhombischer Fluorperowskite	Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE) (1992) 616, (*) p. 133-140	293.00	ABX3	Sodium cobalt trifluoride	1992	10	
72341	P b n m	Rb Yb Br3	Perovskite#GdFeO3	Metallothermische Reduktion der Tribromide und -iodide von Thulium und Ytterbium mit Alkalimetallen	Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE) (1992) 618, (*) p. 7-12	293.00	ABX3	Rubidium ytterbium(II) bromide	1992	10	
72342	P b n m	Cs Yb I3	Perovskite#GdFeO3	Metallothermische Reduktion der Tribromide und -iodide von Thulium und Ytterbium mit Alkalimetallen	Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE) (1992) 618, (*) p. 7-12	293.00	ABX3	Cesium ytterbium(II) iodide	1992	10	
72343	C m c m	K Tm I3	KTmI3	Metallothermische Reduktion der Tribromide und -iodide von Thulium und Ytterbium mit Alkalimetallen	Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE) (1992) 618, (*) p. 7-12	293.00	ABX3	Potassium thulium(II) iodide	1992	10	
72472	P -1	K (Sn F3)		Crystal structures of MSnF3 for M=K, Rb, Tl; ionic mobility	European Journal of Solid State and Inorganic Chemistry (1993) 30, (*) p. 87-99	293.00	ABX3	Potassium catena-fluorostannate(II)	1993	10	
72474	C 1 2/c 1	Tl (Sn F3.03)		Crystal structures of MSnF3 for M=K, Rb, Tl; ionic mobility	European Journal of Solid State and Inorganic Chemistry (1993) 30, (*) p. 87-99	293.00	ABX3	Thallium catena-fluorostannate *	1993	10	
73166	P m -3 m	Rb (Pd F3)	Perovskite#CaTiO3	Einkristalluntersuchungen an Fluoroperowskiten MPdF3 (M=Rb,K) und PdF2	Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE) (1993) 619, (*) p. 387-391	293.00	ABX3	Rubidium trifluorpalladate	1993	10	
